Trip_ID,Harsh_Acceleration_Count,Harsh_Braking_Count,Sudden_Turn_Count,High_Speed_Count,Avg_Speed,Max_Speed,Avg_Acceleration,Max_Acceleration,Avg_Gyro,Max_Gyro,Driver_ID,Vehicle_ID,Trip_Date,Duration_Min,Distance_KM,Avg_Speed_kmph,Max_Speed_kmph,Risk_Events,Risk_Events_Per_10_Min
T00294,1,0,4,0,24.345454545454547,39.4,1.0150497034646218,1.1924621587287372,5.198915987628585,44.22612124073283,D20,V20,2026-08-01,44,21.19,24.3,39.4,5,1.1363636363636362
T00295,0,1,2,1,23.636363636363637,47.9,1.0335850250993854,1.2319683437491404,6.745487893097735,48.036544421929435,D20,V20,2026-08-03,11,6.97,23.6,47.9,4,3.6363636363636367
T00296,0,0,0,0,25.983333333333334,41.5,1.0117271797097893,1.1425992298264516,3.095204675248542,5.986484778231713,D20,V20,2026-08-05,30,18.68,26.0,41.5,0,0.0
T00297,0,1,2,1,28.58695652173913,49.9,1.0201480315581277,1.3013354678944242,6.614355204282251,53.71289696153057,D20,V20,2026-08-04,23,14.04,28.6,49.9,4,1.7391304347826086
T00298,1,1,0,0,22.329166666666666,33.6,1.0285004310512915,1.2987574831353235,5.459586765398778,33.2561648420259,D20,V20,2026-08-06,24,8.45,22.3,33.6,2,0.8333333333333333
T00299,1,1,2,1,24.225,44.1,1.0413032561386573,1.4818846108924946,5.010389538199353,55.589093354722024,D20,V20,2026-08-02,32,12.68,24.2,44.1,5,1.5625
T00300,1,0,1,0,23.53953488372093,37.3,1.016066200535116,1.2041067228447817,4.395373374020356,43.23470018399573,D20,V20,2026-08-04,43,24.19,23.5,37.3,2,0.46511627906976744
T00301,3,1,5,4,27.509756097560977,48.1,1.015353161804329,1.202428376245338,5.574400765222503,42.04934482248208,D21,V21,2026-07-31,41,18.17,27.5,48.1,13,3.1707317073170733
T00302,1,3,0,1,21.075,44.3,1.0322773934447023,1.5471373565394895,4.388052086550346,32.04327698597633,D21,V23,2026-08-01,32,15.77,21.1,44.3,5,1.5625
T00303,4,1,0,7,31.148387096774194,50.6,0.9953158900887804,1.1076520211691034,4.290789752890718,27.04544693659175,D21,V21,2026-08-04,31,13.29,31.1,50.6,12,3.870967741935484
T00304,1,2,6,2,24.75111111111111,46.5,1.0181816833380386,1.2318027439488841,6.096548050517556,47.680961609430646,D21,V21,2026-08-03,45,16.69,24.8,46.5,11,2.444444444444444
T00305,0,0,0,0,20.86923076923077,31.0,1.012704922885862,1.0688540592616,2.6168813127560075,4.954169960750236,D21,V21,2026-08-05,13,5.13,20.9,31.0,0,0.0
T00306,2,0,5,2,30.848484848484848,46.8,1.0218605511134133,1.1916983678767041,6.705344652631366,50.4752949471323,D21,V21,2026-07-31,33,11.58,30.8,46.8,9,2.727272727272727
T00307,0,0,2,0,18.03684210526316,31.6,1.0365467485335949,1.7653540721339727,4.481108437790074,37.454233405584475,D21,V29,2026-08-03,38,9.46,18.0,31.6,2,0.5263157894736842
T00308,2,0,2,1,27.805128205128206,45.0,1.0088177374987632,1.2255194816892958,4.320566999730758,40.40957683520083,D21,V21,2026-08-05,39,19.68,27.8,45.0,5,1.282051282051282
T00309,3,0,2,0,20.233333333333334,35.8,1.019433245379468,1.1824385819145111,4.187025423958719,40.17171890770919,D21,V21,2026-08-04,33,13.11,20.2,35.8,5,1.5151515151515151
T00310,0,0,0,0,25.373076923076926,38.4,1.013044953521651,1.14861481794377,4.920856545668071,36.73503232610528,D21,V21,2026-08-02,26,8.85,25.4,38.4,0,0.0
T00311,1,2,2,1,26.089189189189188,59.5,1.013545037865225,1.208230938190212,4.579615582517747,56.30117050293005,D21,V21,2026-07-31,37,11.33,26.1,59.5,6,1.6216216216216217
T00312,0,0,1,0,19.33235294117647,37.7,1.032904200287677,1.49432995017834,7.079041146254624,35.19176039927528,D21,V21,2026-08-05,34,21.52,19.3,37.7,1,0.29411764705882354
T00313,1,1,2,0,24.2,39.9,1.0058573245133904,1.0582065015865287,4.318256719083662,38.399885416495714,D21,V21,2026-08-06,24,14.88,24.2,39.9,4,1.6666666666666665
T00314,3,2,0,2,25.8,43.3,0.9954125522067355,1.0591723183693955,2.8591468135209963,5.330984899622207,D21,V21,2026-08-06,30,16.1,25.8,43.3,7,2.3333333333333335
T00315,1,2,0,3,29.4,44.5,1.0274884345724953,1.14165756687371,2.8339339068843112,4.898693703427476,D21,V21,2026-08-06,16,6.23,29.4,44.5,6,3.75
T00316,1,1,0,0,26.110000000000003,37.5,0.9957875214679761,1.0478831041676355,3.078873084258597,4.467639197607614,D22,V22,2026-08-03,10,4.6,26.1,37.5,2,2.0
T00317,0,0,2,0,19.960714285714285,27.6,1.0082702127289487,1.1036317320555802,5.094673357673922,42.68968376551881,D22,V22,2026-08-05,28,12.59,20.0,27.6,2,0.7142857142857142
T00318,1,0,0,0,17.63953488372093,31.3,1.0060379825211268,1.1567765557790322,3.2223166103795844,8.115750119366663,D22,V22,2026-08-06,43,14.81,17.6,31.3,1,0.23255813953488372
T00319,0,0,2,0,20.347368421052632,30.6,1.0094354717654974,1.208081536983328,3.957717102434071,37.143706061727336,D22,V22,2026-08-05,38,17.88,20.3,30.6,2,0.5263157894736842
T00320,0,0,0,0,24.982222222222223,33.5,1.0032761929328708,1.194566448549431,3.3677857119599612,7.196151749372715,D22,V22,2026-07-31,45,15.92,25.0,33.5,0,0.0
T00321,3,2,2,1,28.863414634146345,42.8,1.0227107138832618,1.4454684361825407,4.436277578221174,46.437822946387136,D22,V22,2026-08-06,41,26.67,28.9,42.8,8,1.951219512195122
T00322,0,0,1,0,18.83953488372093,27.3,1.0054799365715716,1.232695014997627,3.6574882543132627,34.7441779295467,D22,V22,2026-08-03,43,10.42,18.8,27.3,1,0.23255813953488372
T00323,1,0,0,0,28.053333333333335,35.6,1.0066295118116528,1.0959685214457575,3.7229407195775943,6.1403745814078805,D22,V22,2026-08-02,15,8.79,28.1,35.6,1,0.6666666666666666
T00324,0,0,0,0,16.964102564102564,24.2,1.0422111090720554,1.8381297560292094,3.8178399298906855,23.173549577050125,D22,V22,2026-08-02,39,16.51,17.0,24.2,0,0.0
T00325,1,1,2,0,24.00909090909091,33.8,1.0072533566909485,1.1191738024096167,3.7374678428420514,38.364335000101335,D22,V22,2026-08-06,44,20.74,24.0,33.8,4,0.9090909090909092
T00326,0,1,0,0,27.96875,39.4,1.0067294253416388,1.0648741709704486,3.6600650737161926,5.695902035674419,D22,V22,2026-08-03,16,5.74,28.0,39.4,1,0.625
T00327,0,1,2,0,23.01111111111111,32.4,0.9982582180808739,1.1112632451404123,4.311716376350848,38.73519071851848,D22,V22,2026-08-01,36,20.38,23.0,32.4,3,0.8333333333333333
T00328,0,0,2,0,24.33076923076923,32.2,1.014072038121274,1.1692997904729139,7.21645847638239,51.41355755051385,D22,V22,2026-08-06,13,6.7,24.3,32.2,2,1.5384615384615385
T00329,0,3,0,0,25.82857142857143,36.7,1.0096400791946634,1.127338902016603,3.2073810404232437,6.298523636535788,D22,V22,2026-08-04,35,18.3,25.8,36.7,3,0.8571428571428572
T00330,0,0,0,0,14.950000000000001,26.4,1.0104699954895429,1.0520693893465394,3.652486248974993,7.2224511074842175,D22,V22,2026-08-06,12,4.14,15.0,26.4,0,0.0
T00331,7,8,2,8,25.8,69.8,1.0477489757131822,1.2255325373077615,5.250735104538546,40.888465366164084,D23,V23,2026-08-02,45,22.43,25.8,69.8,25,5.555555555555555
T00332,1,2,0,3,31.53,52.8,1.026414558789622,1.248814237587,3.3067423600235086,5.844972198394104,D23,V23,2026-08-04,10,6.07,31.5,52.8,6,6.0
T00333,2,1,0,10,34.66428571428572,55.8,1.039589698960194,1.4351668892501666,3.445675928586515,19.27506939027717,D23,V23,2026-08-03,28,12.93,34.7,55.8,13,4.642857142857143
T00334,2,1,2,4,29.914285714285715,70.2,1.0512432842009554,1.2074423381677488,5.368861564984555,39.5276662604814,D23,V23,2026-08-06,14,9.14,29.9,70.2,9,6.428571428571429
T00335,7,7,1,5,21.2225,69.8,1.0380931901611106,1.67208283287641,5.204405981060225,52.74468598825857,D23,V23,2026-08-06,40,7.55,21.2,69.8,20,5.0
T00336,6,3,0,4,22.591666666666665,54.5,1.0406376090349287,1.6472440620624498,3.2529136037145605,7.110843831782555,D23,V23,2026-07-31,36,11.27,22.6,54.5,13,3.611111111111111
T00337,4,4,5,4,26.552777777777777,59.8,1.0315726681398512,1.3008954608268877,6.678856020532332,43.64873079483526,D23,V23,2026-08-01,36,15.19,26.6,59.8,17,4.722222222222222
T00338,5,4,2,5,24.713636363636365,62.8,1.0332029220141352,1.2848139943198003,4.052532578612321,38.75059870505228,D23,V23,2026-08-05,44,27.07,24.7,62.8,16,3.6363636363636367
T00339,5,5,2,4,20.365909090909092,58.4,1.042100879495609,1.4025377000280597,4.702600949931309,57.61953314632114,D23,V23,2026-08-06,44,19.97,20.4,58.4,16,3.6363636363636367
T00340,5,6,6,3,20.305,59.8,1.0314404517513553,1.6333101358896907,7.313164960595083,54.27203884137761,D23,V23,2026-08-01,40,12.15,20.3,59.8,20,5.0
T00341,0,1,2,1,21.01111111111111,44.7,1.0434641133554794,1.5905080949180987,7.189357258593757,38.13128636697167,D23,V23,2026-07-31,27,12.13,21.0,44.7,4,1.4814814814814814
T00342,2,2,2,5,29.282608695652176,50.2,1.0414482959989717,1.6693983946320305,5.408240569237911,50.09083948188531,D23,V23,2026-08-04,23,12.35,29.3,50.2,11,4.782608695652174
T00343,3,5,2,3,20.816,56.8,1.0243046318802833,1.2014274842869213,6.678979142490716,52.47826026079752,D23,V23,2026-08-04,25,11.03,20.8,56.8,13,5.2
T00344,1,0,0,0,18.03,39.6,1.0081837612395392,1.0691370351830491,5.358951089515382,29.61293298543729,D23,V23,2026-07-31,10,6.11,18.0,39.6,1,1.0
T00345,3,1,7,4,23.985714285714284,60.7,1.0262422977063477,1.4106558758251424,8.388631760150108,54.7431310759624,D23,V23,2026-08-04,35,12.4,24.0,60.7,15,4.285714285714286
T00346,2,2,2,1,19.5,62.5,1.0191867168337119,1.2754548208384333,4.777801978870823,43.8490205135759,D24,V24,2026-08-04,22,15.36,19.5,62.5,7,3.1818181818181817
T00347,5,5,4,6,26.5,67.0,1.0141955633410022,1.2813539713911999,5.7858590841280195,52.93112222501995,D24,V24,2026-08-04,38,15.03,26.5,67.0,20,5.263157894736842
T00348,2,3,2,2,22.822727272727274,47.1,1.0164869352701913,1.2065865074664144,5.168498974646439,45.94172504379869,D24,V24,2026-08-01,22,14.27,22.8,47.1,9,4.090909090909091
T00349,4,3,2,7,28.93793103448276,56.2,1.0342565720881967,1.568460710378172,4.696566877812874,48.18030095381307,D24,V24,2026-08-04,29,16.9,28.9,56.2,16,5.517241379310345
T00350,4,4,4,7,27.65,68.5,1.0398872622316986,1.5916978356459495,5.745693646097789,45.43552134618904,D24,V24,2026-08-06,42,21.2,27.6,68.5,19,4.523809523809524
T00351,8,5,2,10,24.733333333333334,54.2,1.0511915855570355,1.6684010309275166,4.334388796304191,40.91100585417083,D24,V24,2026-07-31,45,32.19,24.7,54.2,25,5.555555555555555
T00352,4,4,2,4,29.104347826086954,56.1,1.058903774393866,1.2736377035876412,4.726974204770226,45.074717969167594,D24,V24,2026-08-02,23,9.59,29.1,56.1,14,6.086956521739131
T00353,0,0,0,0,28.366666666666664,41.2,1.0175755067210241,1.0586963681811703,6.2265794829491545,33.08988062837338,D24,V24,2026-08-01,12,7.4,28.4,41.2,0,0.0
T00354,1,2,7,2,25.018181818181816,45.2,1.0667853736593078,1.776017173340393,7.562576505248867,55.51087641174475,D24,V23,2026-08-01,44,13.82,25.0,45.2,12,2.727272727272727
T00355,4,10,2,5,22.145238095238096,49.4,1.0170219546636934,1.257755938169246,4.5989784547127,50.14870885675921,D24,V24,2026-07-31,42,7.91,22.1,49.4,21,5.0
T00356,6,4,2,9,28.652499999999996,57.7,1.0548385678212227,1.731554503906822,5.508924057695438,52.17913184406195,D24,V24,2026-08-04,40,20.1,28.7,57.7,21,5.25
T00357,6,4,2,10,35.67666666666666,69.3,1.015890755980871,1.1658215987019627,4.857271384133712,45.200532076514314,D24,V24,2026-08-02,30,10.5,35.7,69.3,22,7.333333333333333
T00358,2,2,0,3,25.465384615384615,50.8,1.0320145815682493,1.2149283929516175,5.383824343402441,34.46900781861874,D24,V24,2026-08-05,26,12.02,25.5,50.8,7,2.692307692307692
T00359,4,4,2,8,29.593103448275862,57.4,1.0206015351252031,1.38445151594413,4.764015229922811,43.12978900945378,D24,V24,2026-08-01,29,13.09,29.6,57.4,18,6.206896551724138
T00360,1,2,4,2,25.5125,46.1,1.0202873442465314,1.1114863921794096,8.105068986556432,44.63828177696808,D24,V24,2026-08-04,16,4.84,25.5,46.1,9,5.625
T00361,0,2,2,0,24.872,37.2,1.0042572506976697,1.0883740165953981,5.579581036579083,40.649386219228454,D25,V25,2026-08-01,25,11.0,24.9,37.2,4,1.6
T00362,1,0,0,1,30.272727272727273,46.1,1.0374189819551005,1.1075003386003999,3.685287555286577,6.341860925627429,D25,V25,2026-08-04,11,5.74,30.3,46.1,2,1.8181818181818183
T00363,0,1,0,0,17.347826086956523,39.1,1.0129383059361547,1.124794203399004,3.1263254710124717,6.4637527799259145,D25,V25,2026-07-31,23,13.81,17.3,39.1,1,0.43478260869565216
T00364,0,1,0,0,19.596153846153847,39.9,1.0609639825211548,1.4900677836930776,5.436793651001685,33.8060068626864,D25,V25,2026-08-04,26,18.51,19.6,39.9,1,0.38461538461538464
T00365,4,4,2,5,29.81904761904762,51.1,1.0393352472624646,1.5238877911447417,4.913694186320077,46.896194941594146,D25,V25,2026-08-01,42,24.82,29.8,51.1,15,3.5714285714285716
T00366,3,3,4,5,30.7,49.0,1.031817874100521,1.5015142356967515,5.828458766327685,40.42150046695447,D25,V25,2026-08-06,32,9.26,30.7,49.0,15,4.6875
T00367,3,0,1,2,26.59722222222222,45.1,1.025525479571059,1.18330934247981,4.797059530735774,37.805016862845065,D25,V25,2026-08-04,36,17.45,26.6,45.1,6,1.6666666666666665
T00368,0,1,6,2,22.976744186046513,42.7,1.0217458873943146,1.1374603289785539,6.787799202481495,51.4708315456434,D25,V25,2026-07-31,43,23.73,23.0,42.7,9,2.0930232558139537
T00369,0,0,0,0,16.15,33.1,1.0292116743045023,1.240779593642642,2.8067415215513742,6.452859831113644,D25,V25,2026-08-06,32,18.87,16.1,33.1,0,0.0
T00370,0,0,0,0,20.199999999999996,33.4,1.0856065205549519,1.6823430090204554,6.2505723808045035,34.5972325482834,D25,V25,2026-08-03,13,7.51,20.2,33.4,0,0.0
T00371,0,0,4,1,27.427777777777777,44.1,1.0664765118260775,1.7782930017294676,10.036501801340153,52.211602158907176,D25,V25,2026-07-31,18,9.05,27.4,44.1,5,2.7777777777777777
T00372,3,0,0,2,27.23111111111111,46.1,1.0206846038533097,1.1851404980001317,4.606022760064135,31.158557412049742,D25,V25,2026-08-03,45,13.56,27.2,46.1,5,1.1111111111111112
T00373,0,1,2,0,16.01904761904762,38.2,1.0157541102063714,1.4788941814747936,5.648196009875689,58.206042641636444,D25,V25,2026-08-03,21,10.0,16.0,38.2,3,1.4285714285714284
T00374,2,3,2,2,24.446341463414633,43.0,1.015018820480361,1.3511805948873008,4.77721982965663,43.395532028078655,D25,V25,2026-08-04,41,12.55,24.4,43.0,9,2.1951219512195124
T00375,0,1,0,0,14.35483870967742,31.8,1.0402629749103458,1.5402246589377797,4.429075176893931,28.2474388219534,D25,V25,2026-08-01,31,10.74,14.4,31.8,1,0.3225806451612903
T00376,2,2,0,1,31.126315789473683,42.3,1.0038991070196814,1.1037853052111177,2.921826480788177,6.496252766018268,D26,V26,2026-08-02,19,11.35,31.1,42.3,5,2.631578947368421
T00377,0,0,4,0,18.394736842105264,25.6,1.0212755123874848,1.11354658636269,5.4890164826887435,41.37990454314751,D26,V26,2026-08-04,38,15.33,18.4,25.6,4,1.0526315789473684
T00378,3,3,2,0,31.058620689655175,41.0,0.9944122315892389,1.0549265377266797,4.27725818456089,44.86248544162483,D26,V21,2026-08-01,29,20.4,31.1,41.0,8,2.7586206896551726
T00379,1,1,0,0,30.041176470588233,39.5,1.0237563677042252,1.3256232496452378,5.263820215122077,36.677351322035236,D26,V26,2026-08-06,17,9.24,30.0,39.5,2,1.1764705882352942
T00380,1,1,2,1,33.932352941176475,43.3,1.0037922059438196,1.1249222195334216,4.457176113203195,47.09684702822472,D26,V26,2026-07-31,34,19.69,33.9,43.3,5,1.4705882352941178
T00381,0,1,0,0,19.4,30.1,1.0052655318565549,1.184252084650899,3.092408728296149,6.917535688379208,D26,V03,2026-08-02,26,13.07,19.4,30.1,1,0.38461538461538464
T00382,6,5,0,0,24.86923076923077,39.1,1.0510221806782731,1.7701090361895788,4.44644263815801,15.481453420141147,D26,V26,2026-08-06,26,10.95,24.9,39.1,11,4.230769230769231
T00383,0,0,0,0,18.05777777777778,28.7,1.0378323099121909,1.8646045157083577,4.13575941790627,33.13005885898786,D26,V26,2026-08-05,45,16.44,18.1,28.7,0,0.0
T00384,0,0,0,0,21.43,24.0,1.0254114120711988,1.095427313882578,2.2639558053109416,4.282814495165534,D26,V26,2026-08-04,10,4.47,21.4,24.0,0,0.0
T00385,0,0,0,0,20.77,34.1,1.0337226633244845,1.590096223503471,3.2971624720932224,9.361164457480704,D26,V26,2026-08-02,30,18.3,20.8,34.1,0,0.0
T00386,1,0,0,0,18.857142857142858,31.1,1.0099921567909265,1.2394886042235322,3.1734741776318125,6.125357132445422,D26,V26,2026-07-31,42,21.24,18.9,31.1,1,0.23809523809523808
T00387,1,1,2,0,28.08888888888889,38.5,1.0158899640250312,1.1535467047328427,4.815742460883161,39.791580767795594,D26,V26,2026-08-04,18,7.1,28.1,38.5,4,2.2222222222222223
T00388,1,1,0,0,23.60625,35.4,1.0048189293348482,1.1069010795911258,3.50032227606884,5.68317692844416,D26,V26,2026-08-05,32,18.94,23.6,35.4,2,0.625
T00389,0,0,0,0,25.635714285714283,35.2,1.0104205379729587,1.1009945503952323,2.5748454908952403,5.216023389518111,D26,V26,2026-08-03,14,6.6,25.6,35.2,0,0.0
T00390,2,1,2,0,27.24871794871795,36.9,0.9979847885064961,1.1068396451157685,4.033448504592197,48.42572250364469,D26,V26,2026-08-06,39,16.56,27.2,36.9,5,1.282051282051282
T00391,2,0,2,2,23.88695652173913,47.3,1.0124100277999435,1.079654111278237,5.129277512286935,53.646614059043834,D27,V27,2026-08-02,23,12.3,23.9,47.3,6,2.608695652173913
T00392,1,0,0,2,27.361538461538462,43.3,1.0093521044052873,1.0983068787911692,2.995941157766219,5.736366445756408,D27,V27,2026-08-03,13,9.89,27.4,43.3,3,2.307692307692308
T00393,0,1,0,0,22.053333333333335,33.8,1.0060141156312987,1.18130013121137,3.000577694358535,6.5342482352601206,D27,V27,2026-08-05,45,18.97,22.1,33.8,1,0.22222222222222224
T00394,1,2,2,0,27.52,39.1,1.032366349029333,1.3918124873703352,5.38668955252929,40.51805029860149,D27,V27,2026-08-03,35,21.17,27.5,39.1,5,1.4285714285714284
T00395,0,0,0,1,20.52777777777778,42.3,1.009467578096337,1.1219385009883562,3.661045677538441,6.214515266696188,D27,V27,2026-08-03,18,9.8,20.5,42.3,1,0.5555555555555556
T00396,1,1,2,0,17.563157894736843,32.0,1.012400839164358,1.1158221184400314,7.230351537984023,49.5653840901087,D27,V27,2026-08-01,19,7.9,17.6,32.0,4,2.1052631578947367
T00397,1,0,0,0,18.75714285714286,30.2,1.0504717576513751,1.708688385867944,6.25457470243083,34.249430652202086,D27,V27,2026-08-05,14,8.74,18.8,30.2,1,0.7142857142857142
T00398,3,2,2,5,29.80277777777778,51.3,1.0077350114526589,1.1460148341099254,4.012235458352802,41.05737570766062,D27,V27,2026-08-06,36,14.8,29.8,51.3,12,3.333333333333333
T00399,1,0,0,1,24.8,45.7,1.008478237607819,1.100354033936351,3.0067221373052493,4.674376963831651,D27,V27,2026-07-31,11,6.0,24.8,45.7,2,1.8181818181818183
T00400,1,0,2,0,24.466666666666665,37.0,0.9997262010390852,1.0521259430315366,5.993846183764054,47.540635250278264,D27,V27,2026-07-31,15,7.65,24.5,37.0,3,2.0
T00401,0,1,2,1,21.746666666666666,42.7,1.009330109290783,1.0663156193172827,4.565803115896786,41.73032710152174,D27,V27,2026-08-06,30,12.18,21.7,42.7,4,1.3333333333333333
T00402,2,2,2,0,20.99310344827586,40.1,1.0248963857302429,1.2178485127469671,4.737283077970743,41.51042519656959,D27,V27,2026-08-01,29,12.4,21.0,40.1,6,2.0689655172413794
T00403,2,1,4,0,22.533333333333335,40.0,1.033828949220215,1.5148798632234834,6.024253810622238,49.314236281220055,D27,V27,2026-07-31,33,11.2,22.5,40.0,7,2.121212121212121
T00404,0,0,4,0,19.63103448275862,35.0,1.0307381360039125,1.6152513736257896,6.716996197894594,45.40440176899152,D27,V27,2026-08-05,29,8.97,19.6,35.0,4,1.3793103448275863
T00405,0,1,0,0,22.7,38.3,1.032210254966337,1.193119021724153,3.403825832767504,5.443215961175893,D27,V27,2026-08-06,16,7.91,22.7,38.3,1,0.625
T00406,0,0,3,0,16.672727272727272,25.6,1.1149570515458949,1.687835892496661,14.518872939306005,52.361516402793384,D28,V28,2026-08-05,11,8.66,16.7,25.6,3,2.727272727272727
T00407,0,0,0,0,17.12222222222222,25.1,1.0057368285353836,1.1002558793298947,3.105992536804528,5.354185278826275,D28,V28,2026-08-01,18,8.96,17.1,25.1,0,0.0
T00408,1,0,0,0,27.3,36.0,1.0083979055469214,1.0738840719556277,3.329626931235833,6.83772623026105,D28,V28,2026-08-04,17,10.35,27.3,36.0,1,0.5882352941176471
T00409,0,1,0,0,23.229032258064517,34.8,1.0050716869412035,1.1104355001529804,2.997199143816504,6.9766109250838975,D28,V28,2026-08-04,31,12.2,23.2,34.8,1,0.3225806451612903
T00410,1,1,0,0,25.05185185185185,32.7,0.9992698545580112,1.0736582323998638,3.018470397396464,6.340268133131279,D28,V28,2026-08-05,27,11.1,25.1,32.7,2,0.7407407407407407
T00411,1,0,2,0,17.28181818181818,25.7,1.0186489140307822,1.395107522737943,4.9678545606673365,54.48282756979487,D28,V28,2026-07-31,33,24.8,17.3,25.7,3,0.9090909090909092
T00412,0,0,0,0,16.722727272727273,26.2,1.036733127324195,1.2703027198270496,3.130909308974841,5.964838639896304,D28,V28,2026-08-06,22,13.24,16.7,26.2,0,0.0
T00413,3,4,0,1,25.703225806451613,42.1,1.0140977906000264,1.2655982774956673,4.002062505123745,27.82863273680545,D28,V28,2026-08-04,31,19.8,25.7,42.1,8,2.5806451612903225
T00414,0,0,2,0,18.025000000000002,27.7,1.0221136607028494,1.098410214810478,5.072317889159305,49.634046782425465,D28,V28,2026-08-02,24,11.09,18.0,27.7,2,0.8333333333333333
T00415,0,0,2,0,26.875609756097564,39.6,1.0139516289758679,1.5072627508168572,4.467424281592432,48.09402769575449,D28,V28,2026-08-03,41,14.43,26.9,39.6,2,0.4878048780487805
T00416,0,0,0,0,19.553846153846155,27.1,1.0310283013478347,1.405599160500603,3.90045528122546,28.552045460877228,D28,V28,2026-08-03,39,19.51,19.6,27.1,0,0.0
T00417,0,0,0,0,20.73333333333333,28.2,1.0030058124929047,1.1079805954979536,4.101585834407651,25.155639526754232,D28,V28,2026-08-04,27,15.05,20.7,28.2,0,0.0
T00418,0,1,0,0,31.888461538461538,40.6,1.0101918562114796,1.0878906195017952,3.449249927187911,7.746199067930025,D28,V28,2026-08-01,26,16.94,31.9,40.6,1,0.38461538461538464
T00419,0,0,0,0,20.961904761904762,28.1,0.9994220382127379,1.0807173543531166,3.2995191762250005,6.0307628041567005,D28,V28,2026-08-02,21,10.49,21.0,28.1,0,0.0
T00420,0,0,0,0,22.109375,31.8,0.9923458599814965,1.0827335775711402,3.3267056553587646,5.041170499001199,D28,V28,2026-08-04,32,15.13,22.1,31.8,0,0.0
T00421,1,0,0,1,26.060606060606062,47.0,1.0137053551477668,1.5648287446235132,3.7687608296746262,15.519655279676801,D29,V29,2026-08-03,33,21.52,26.1,47.0,2,0.6060606060606061
T00422,1,0,0,1,28.718181818181815,42.0,0.996735474355986,1.041716852124415,3.385892181329084,6.652916653618923,D29,V29,2026-07-31,22,16.01,28.7,42.0,2,0.9090909090909092
T00423,0,0,0,0,31.53488372093023,40.8,1.0002219736007127,1.0560781221102917,3.164563201995075,6.645141082023767,D29,V29,2026-08-06,43,19.83,31.5,40.8,0,0.0
T00424,2,2,0,0,27.21851851851852,38.7,0.9987668902534802,1.117964221252183,3.8633695176632936,33.68157211295221,D29,V09,2026-08-06,27,16.85,27.2,38.7,4,1.4814814814814814
T00425,1,1,2,1,32.184444444444445,42.8,1.0051742745644223,1.1221613074776726,3.9738702478278203,48.93193946697801,D29,V29,2026-07-31,45,23.09,32.2,42.8,5,1.1111111111111112
T00426,2,2,0,1,31.047058823529408,44.6,1.0176139307355725,1.1052176256285455,3.3453037002112644,6.6720536568585835,D29,V29,2026-08-03,34,21.91,31.0,44.6,5,1.4705882352941178
T00427,2,1,0,0,25.163888888888888,34.4,1.0206280402625736,1.6519978813545737,2.762564575737445,5.521132130279079,D29,V19,2026-08-05,36,18.57,25.2,34.4,3,0.8333333333333333
T00428,2,3,0,1,29.284000000000002,44.9,1.016873612127465,1.0941169955722287,3.498232570207236,5.859470965880793,D29,V28,2026-08-04,25,10.07,29.3,44.9,6,2.4
T00429,1,0,2,0,27.515384615384615,34.6,1.022433099149549,1.1629746342891576,6.219260418724692,45.10806912294075,D29,V29,2026-08-04,13,5.45,27.5,34.6,3,2.307692307692308
T00430,2,1,2,0,26.35,36.4,1.018941269818767,1.072140848955957,4.6129270252588075,43.20089582404513,D29,V14,2026-08-03,20,8.65,26.4,36.4,5,2.5
T00431,1,1,2,0,31.681818181818183,40.0,1.0036736054886346,1.0899055004907534,4.699359578982037,42.80442266869161,D29,V23,2026-08-05,22,17.16,31.7,40.0,4,1.8181818181818183
T00432,0,0,0,0,18.39375,28.4,0.994402376516058,1.0784252408025325,3.302953283297457,5.780008650512557,D29,V10,2026-08-05,16,11.87,18.4,28.4,0,0.0
T00433,0,0,2,0,19.26410256410256,30.3,1.0196657007608725,1.2143895585848883,4.007214911978206,45.16980960774574,D29,V29,2026-08-03,39,14.96,19.3,30.3,2,0.5128205128205128
T00434,0,0,0,0,23.626923076923074,29.3,1.0007452099455298,1.0862660815840657,3.2064590158642443,5.747556002336994,D29,V29,2026-08-01,26,11.06,23.6,29.3,0,0.0
T00435,0,0,0,0,17.90487804878049,24.3,1.0475778769107984,1.7737626673261562,3.8262112852131462,16.632934196947932,D29,V02,2026-08-06,41,16.92,17.9,24.3,0,0.0
T00436,0,0,2,0,18.766666666666666,27.6,1.0114820502992659,1.0636639506911945,6.263755688955354,50.73359734929113,D30,V30,2026-08-01,15,8.08,18.8,27.6,2,1.3333333333333333
T00437,2,3,2,2,25.216129032258067,58.0,0.9998779791663904,1.0845252417532751,4.815486513567095,41.76164987162265,D30,V30,2026-08-02,31,16.49,25.2,58.0,9,2.903225806451613
T00438,2,2,0,0,19.504651162790697,35.7,1.0243190705861314,1.470601577586533,5.082994781711771,35.33458645576597,D30,V30,2026-08-04,43,27.75,19.5,35.7,4,0.9302325581395349
T00439,3,1,0,0,23.95641025641026,40.0,1.0094194102089216,1.4924908709938565,3.5911398535685524,9.23720737019582,D30,V30,2026-07-31,39,15.57,24.0,40.0,4,1.0256410256410255
T00440,0,2,2,0,17.804651162790698,35.1,1.005381262185868,1.0962139389735928,4.609371981779334,42.22207242663487,D30,V30,2026-08-05,43,17.79,17.8,35.1,4,0.9302325581395349
